FA per hour,Mean delay,Non-detected szrs,Threshold,Delay1,Delay2,Delay3,Delay4
0.0,-19.0,0,0.27,-19.0,-19.0,-19.0,-19.0
0.0,-19.0,0,0.273,-19.0,-19.0,-19.0,-19.0
0.0,-19.0,0,0.276,-19.0,-19.0,-19.0,-19.0
0.0,-16.0,0,0.279,-19.0,-19.0,-19.0,-7.0
0.0,-14.125,0,0.28200000000000003,-19.0,-11.5,-19.0,-7.0
0.0,-14.125,0,0.284,-19.0,-11.5,-19.0,-7.0
0.0,-14.125,0,0.2848,-19.0,-11.5,-19.0,-7.0
0.0,-13.75,0,0.28500000000000003,-19.0,-11.5,-17.5,-7.0
0.0,-13.75,0,0.2856,-19.0,-11.5,-17.5,-7.0
0.0,-13.75,0,0.28640000000000004,-19.0,-11.5,-17.5,-7.0
0.0,-13.375,0,0.28720000000000007,-19.0,-10.0,-17.5,-7.0
0.0,-13.375,0,0.28800000000000003,-19.0,-10.0,-17.5,-7.0
0.0,-13.375,0,0.2880000000000001,-19.0,-10.0,-17.5,-7.0
0.0,-13.375,0,0.2888000000000001,-19.0,-10.0,-17.5,-7.0
0.0,-13.375,0,0.28960000000000014,-19.0,-10.0,-17.5,-7.0
0.0,-12.625,0,0.29040000000000016,-17.5,-10.0,-16.0,-7.0
0.0,-12.625,0,0.29100000000000004,-17.5,-10.0,-16.0,-7.0
0.0,-7.25,0,0.2912000000000002,-17.5,-10.0,5.5,-7.0
0.0,-6.875,0,0.2920000000000002,-17.5,-10.0,5.5,-5.5
0.0,-6.875,0,0.2928000000000002,-17.5,-10.0,5.5,-5.5
0.0,-6.875,0,0.29360000000000025,-17.5,-10.0,5.5,-5.5
0.0,-6.875,0,0.29400000000000004,-17.5,-10.0,5.5,-5.5
0.0,-6.875,0,0.2944000000000003,-17.5,-10.0,5.5,-5.5
0.0,-5.75,0,0.2952000000000003,-16.0,-8.5,5.5,-4.0
0.0,-5.75,0,0.2960000000000003,-16.0,-8.5,5.5,-4.0
0.0,-5.75,0,0.29700000000000004,-16.0,-8.5,5.5,-4.0
0.0,-1.875,0,0.30000000000000004,-16.0,-8.5,7.0,10.0
0.0,-1.875,0,0.30300000000000005,-16.0,-8.5,7.0,10.0
0.0,2.625,0,0.30600000000000005,-16.0,-8.5,8.5,26.5
0.0,2.625,0,0.30900000000000005,-16.0,-8.5,8.5,26.5
0.0,2.625,0,0.31200000000000006,-16.0,-8.5,8.5,26.5
0.0,2.625,0,0.31500000000000006,-16.0,-8.5,8.5,26.5
0.0,3.375,0,0.31800000000000006,-14.5,-8.5,10.0,26.5
0.0,6.125,0,0.32100000000000006,-14.5,2.5,10.0,26.5
0.0,6.5,0,0.32400000000000007,-14.5,2.5,11.5,26.5
0.0,6.5,0,0.32700000000000007,-14.5,2.5,11.5,26.5
